Indicator,short_name,Subgroup,time_period_label,time_period_start_date,Value,LowCI,HighCI
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,80 years and above,"Mar 2 - Mar 14, 2022",2022-03-02,5.8,2.9,10.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,18 - 29 years,"Mar 30 - Apr 11, 2022",2022-03-30,27.2,24.7,29.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,30 - 39 years,"Mar 30 - Apr 11, 2022",2022-03-30,23.6,21.6,25.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,40 - 49 years,"Mar 30 - Apr 11, 2022",2022-03-30,24,22.5,25.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,50 - 59 years,"Mar 30 - Apr 11, 2022",2022-03-30,24.2,22.8,25.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,60 - 69 years,"Mar 30 - Apr 11, 2022",2022-03-30,23,21.6,24.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,70 - 79 years,"Mar 30 - Apr 11, 2022",2022-03-30,19.8,18.2,21.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,80 years and above,"Mar 30 - Apr 11, 2022",2022-03-30,15.4,11.7,19.9
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,18 - 29 years,"Mar 30 - Apr 11, 2022",2022-03-30,17,15.1,19.1
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,30 - 39 years,"Mar 30 - Apr 11, 2022",2022-03-30,15.7,14.5,16.9
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,40 - 49 years,"Mar 30 - Apr 11, 2022",2022-03-30,12,10.8,13.2
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,50 - 59 years,"Mar 30 - Apr 11, 2022",2022-03-30,9.6,8.7,10.5
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,60 - 69 years,"Mar 30 - Apr 11, 2022",2022-03-30,7.4,6.4,8.5
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,70 - 79 years,"Mar 30 - Apr 11, 2022",2022-03-30,4,3.3,4.8
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,80 years and above,"Mar 30 - Apr 11, 2022",2022-03-30,4.8,2.8,7.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,18 - 29 years,"Mar 30 - Apr 11, 2022",2022-03-30,33.9,31.2,36.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,30 - 39 years,"Mar 30 - Apr 11, 2022",2022-03-30,29.2,27.3,31.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,40 - 49 years,"Mar 30 - Apr 11, 2022",2022-03-30,28,26.3,29.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,50 - 59 years,"Mar 30 - Apr 11, 2022",2022-03-30,27.1,25.6,28.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,60 - 69 years,"Mar 30 - Apr 11, 2022",2022-03-30,24.8,23.4,26.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,70 - 79 years,"Mar 30 - Apr 11, 2022",2022-03-30,20.9,19.3,22.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,80 years and above,"Mar 30 - Apr 11, 2022",2022-03-30,16.8,12.9,21.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,18 - 29 years,"Mar 30 - Apr 11, 2022",2022-03-30,22,20,24.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,30 - 39 years,"Mar 30 - Apr 11, 2022",2022-03-30,16.1,14.9,17.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,40 - 49 years,"Mar 30 - Apr 11, 2022",2022-03-30,12.1,11.1,13.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,50 - 59 years,"Mar 30 - Apr 11, 2022",2022-03-30,10.3,9.1,11.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,60 - 69 years,"Mar 30 - Apr 11, 2022",2022-03-30,5.9,5.3,6.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,70 - 79 years,"Mar 30 - Apr 11, 2022",2022-03-30,3.3,2.6,4.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,80 years and above,"Mar 30 - Apr 11, 2022",2022-03-30,NA,NA,NA
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,18 - 29 years,"Apr 27 - May 9, 2022",2022-04-27,23,20.4,25.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,30 - 39 years,"Apr 27 - May 9, 2022",2022-04-27,24.6,23,26.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,40 - 49 years,"Apr 27 - May 9, 2022",2022-04-27,22.5,21.1,24.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,50 - 59 years,"Apr 27 - May 9, 2022",2022-04-27,24.2,22.7,25.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,60 - 69 years,"Apr 27 - May 9, 2022",2022-04-27,22.7,21.3,24.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,70 - 79 years,"Apr 27 - May 9, 2022",2022-04-27,23,20.6,25.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,80 years and above,"Apr 27 - May 9, 2022",2022-04-27,14,11.3,17.2
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,18 - 29 years,"Apr 27 - May 9, 2022",2022-04-27,16.6,14.8,18.6
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,30 - 39 years,"Apr 27 - May 9, 2022",2022-04-27,17.2,15.9,18.4
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,40 - 49 years,"Apr 27 - May 9, 2022",2022-04-27,12.7,11.7,13.8
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,50 - 59 years,"Apr 27 - May 9, 2022",2022-04-27,10.2,9,11.5
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,60 - 69 years,"Apr 27 - May 9, 2022",2022-04-27,7.1,6.3,7.9
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,70 - 79 years,"Apr 27 - May 9, 2022",2022-04-27,4.3,3.4,5.4
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,80 years and above,"Apr 27 - May 9, 2022",2022-04-27,2,1.3,3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,18 - 29 years,"Apr 27 - May 9, 2022",2022-04-27,29.1,26.2,32.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,30 - 39 years,"Apr 27 - May 9, 2022",2022-04-27,30.9,29.1,32.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,40 - 49 years,"Apr 27 - May 9, 2022",2022-04-27,26.6,25,28.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,50 - 59 years,"Apr 27 - May 9, 2022",2022-04-27,27.2,25.6,28.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,60 - 69 years,"Apr 27 - May 9, 2022",2022-04-27,24.3,22.8,25.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,70 - 79 years,"Apr 27 - May 9, 2022",2022-04-27,24.4,22,26.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,80 years and above,"Apr 27 - May 9, 2022",2022-04-27,14.5,11.7,17.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,18 - 29 years,"Apr 27 - May 9, 2022",2022-04-27,19.8,17.1,22.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,30 - 39 years,"Apr 27 - May 9, 2022",2022-04-27,17.1,15.8,18.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,40 - 49 years,"Apr 27 - May 9, 2022",2022-04-27,13.9,12.4,15.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,50 - 59 years,"Apr 27 - May 9, 2022",2022-04-27,9.6,8.3,11.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,60 - 69 years,"Apr 27 - May 9, 2022",2022-04-27,5.7,5.2,6.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,70 - 79 years,"Apr 27 - May 9, 2022",2022-04-27,3.3,2.1,4.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,80 years and above,"Apr 27 - May 9, 2022",2022-04-27,3.2,2.1,4.7
